	experiment_config	language	language_family	african_proverb	label	Output Type	predict	morpheme_breaks
166621	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Dinanga ndilengela ne bienzelu.	Love goes with actions.	leteral_translate	"The literal translation is: ""The ant is angry because it was stung by the scorpion."""	din-ang-a ndilengel-a ne bienzel-u
166622	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Muena tshanza tshia mutshima,bimpa kutshi kosa.	A mischievous hand is better off chopped.	leteral_translate	"A literal translation of the proverb from Tshiluba to English is:

""Where the dog is"	mu-en-a tshanz-a tshi-a mutsh-im-a bimp-a kutshi ko-sa
166623	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bulunda bupita mushinga.	A good relationship is better than money.	leteral_translate	Bulunda bupita mushinga.	bul-und-a bupit-a mushing-a
166624	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kebeji wa kajimina.	He who does not consult loses his way.	leteral_translate	"The literal translation of ""Kebeji wa kajimina"" is ""The tail of the"	kebej-i wa kajimin-a
166625	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshiamuntu tshiamuntu, tshanzambi tshanzambi.	To Man what is human and to God what is divine.	leteral_translate	A man is a man, a bird is a bird.	tshi-amunt-u tshi-amunt-u tshanzamb-i tshanzamb-i
166626	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kunangidi mu muavuala vuala kabuta waya kavuala tshieba tshidimu.	Don’t envy one's suit; your time will also come.	leteral_translate	"A literal translation of the proverb is:

He who makes a mountain out of a molehill will be"	kunangid-i mu mu-avual-a vu-al-a kabuta wa-ya ka-vual-a tshi-eba tshidim-u
166627	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshiadima umue, tshadia banyi.	One plants alone just to harvest with a group.	leteral_translate	"The literal translation is: ""The tree's shadow, the people's shadow."""	tshi-adim-a umu-e tshadi-a bany-i
166628	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bakupa peba wapangana.	Learn to give as you receive.	leteral_translate	"A literal translation of the proverb ""Bakupa peba wapangana"" from Tsh"	bakup-a peb-a wapangan-a
166629	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Nkunda ya benyi iboba ni mata.	Communal beans are cooked without much hassle.	leteral_translate	A crocodile's tongue is its mother's milk.	nk-und-a ya beny-i ibob-a ni mat-a
166630	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kajiji munyoka, pakena mputa, bashibeya (batuta) kajiji.	A fly will always be hunted even where there are no wounds.	leteral_translate	"A literal translation of the proverb in English is:

""Under the sun, if you harvest, you"	kajij-i muny-ok-a paken-a mp-uta bashibey-a bat-ut-a kajij-i
166631	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Walala ni nzala,kaladi ni mwanda.	Better starve than live troubled.	leteral_translate	"A literal translation of the proverb ""Walala ni nzala,kaladi ni mwanda."" from"	wal-al-a ni nz-ala ka-lad-i ni mwand-a
166632	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshidibudibu tumpu ntumpu mianda yakakala kinyalelu.	Forget the past, focus in the present.	leteral_translate	"A literal translation of the proverb ""Tshidibudibu tumpu ntumpu mi"	tshidibudib-u tump-u ntump-u mi-and-a yakakal-a kinyalel-u
166633	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Nvula uleja kalume kwabu.	It's when it rains that man remembers home.	leteral_translate	The sun has already set.	nvul-a ulej-a ka-lum-e kwabu
166634	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Padi tutende tumonangana, tudi tutendangana.	When birds of the same feather flock together, they share their glory and experiences.	leteral_translate	A literal translation: People are like the earth, they take root and grow.	pad-i tutend-e tumonangan-a tudi tutendangan-a
166635	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kashingi muditela, muena bwalu buenda mudimanya.	Only the one carrying a needle in his clothes knows the discomfort.	leteral_translate	Kashingi muditela, muena bwalu buenda mudimanya.	ka-shing-i muditel-a mu-en-a bwal-u bu-enda mudimany-a
166636	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kutshina kuikala wenu, kutshina kuikala muimpe.	The presence of a relative at the top is not synonymous to a good service delivery but rather reliable person.	leteral_translate	A person who kills himself, kills his family.	kutshin-a kuikal-a wen-u kutshin-a kuikal-a mu-imp-e
166637	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bidi ntuilu bidi mpelelu kadi kabiena ndambilu mumue.	There a many ways of skinning a cat with the same outcome.	leteral_translate	"A literal translation of the proverb in English is: ""When one cuts a branch, one must not"	bidi ntuil-u bidi mpelel-u kadi kabien-a ndambil-u mumu-e
166638	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Babela muana wa muntu, wa mufu wa teleja biebe.	When parents educate their offspring, the orphan benefits.	leteral_translate	"A literal translation of the proverb in English is: ""A child is the image of the person,"	babel-a mu-ana wa muntu wa mufu wa telej-a bi-eb-e
166639	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bupua bupua mumukana mwa muenenbu.	The real truth only comes from the involved.	leteral_translate	"A proverb in Tshiluba:
Bupua bupua mumukana mwa m"	bup-ua bup-ua mumukan-a mwa muenenb-u
166640	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Nyunga diakuila ne kuta ka diakuila uta kabomba.	Count on your own defense Nyunga, for, you might die.	leteral_translate	A lion is not a lion if it does not chase a lion.	ny-ung-a diakuil-a ne kuta ka diakuil-a uta kabomb-a
166641	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kubunda maalu nku kola.	Resolving problems makes one mature.	leteral_translate	"A literal translation of the proverb in English is:

""Carved a tree into a stool."""	kub-und-a ma-alu nku kol-a
166642	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Butuku bua kalela muana disu difua.	The night delivered a one – eyed child.	leteral_translate	"A literal translation of the proverb ""Butuku bua kalela muana disu difua"""	butuk-u bua ka-lel-a mu-ana di-su di-fu-a
166643	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bantu kabena kuleja kua tatu mukaji.	Do not direct people to your aunt’s home.	leteral_translate	Bantu kabena kuleja kua tatu mukaji.	bantu kab-en-a ku-lej-a kua tatu mu-kaji
166644	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshifuafua ndibaka, bulunda kabuena bufua (Bulunda kabufu, tshifuafua ndibaka).	It is the marriage that dies but friendship remains.	leteral_translate	"The literal translation is: 

A bird that eats the tail of a snake, will be eaten by"	tshifuafu-a ndibak-a bul-und-a kabu-en-a bu-fu-a bul-und-a kabuf-u tshifuafu-a ndibak-a
166645	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Nzolu wendenda ngudiadia musuasua.	It is the roaming chicken that discover the termitary.	leteral_translate	A lion comes to the river to drink water.	nzol-u wend-end-a ngudiadi-a musuasu-a
166646	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kupa nku teka, kupa nku budika dimue ne uya kukulula.	Giving out is investing for some later times.	leteral_translate	Kupa nku teka, kupa nku budika dimue ne uya kukul	kup-a nku teka kup-a nku budik-a dimu-e ne uya kukulul-a
166647	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshidia tshiukuta, tshiabikila Mulopwe ne, Yi manseba.	On a full stomach, One refers to God as « My Uncle ».	leteral_translate	"The literal translation of the proverb is:

A snake is poisonous, and a scorpion has a sharp"	tshidi-a tshi-ukut-a tshi-abikil-a mulopw-e ne yi manseb-a
166648	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bakuanyisha bulambi, bayebe wenda uma mbale.	People praise your cooking skills but your husband is growing thin.	leteral_translate	A literal translation: To pour water into a clay pot, one does not go to the mountain.	bakuanyish-a bulamb-i bayeb-e wend-a uma mba-le
166649	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Mulombela kajiminyi mu mpata nansha yeye munkatshi mua metu manene.	He who consults does not loose his way even in a thick forest.	leteral_translate	Mulombela kajiminyi mu mpata nansha yeye munkatshi	mulombel-a kajiminy-i mu mp-at-a nansh-a ye-ye munkatsh-i mua metu manene
166650	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bamona mpala batshina, bakimina dikoshi.	When they scared of the face, they run for the nape.	leteral_translate	A proverb in Tshiluba: Bamona mpala batshina, bakimina dik	bamon-a mp-ala batshin-a bakimin-a dikosh-i
166651	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kuabenda nkulu kwa mutshi.	At someone else’s place is like being on a tree.	leteral_translate	"A literal translation of the proverb ""Kuabenda nkulu kwa mutshi."" from T"	ku-abend-a nkulu kwa mutsh-i
166652	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Ndombo nkese waba nkaka, muena mupongu wa tshoto ulowa bulowavi.	The chief’s witchcraft is protective for villagers.	leteral_translate	"A literal translation of the proverb in English is:

""A dog is not eaten by its own tail,"	ndombo nkes-e waba nk-aka mu-en-a mupong-u wa tshot-o ulow-a bulowav-i
166653	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Bidi muetu tente, anu bieba pebe.	Communal wealth is not one’s owned.	leteral_translate	"A literal translation of the proverb ""Bidi muetu tente, anu bieba pe"	bidi mu-et-u tent-e anu bi-eb-a peb-e
166654	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kantu kabenda kantu mambu.	What belongs to others is problematic.	leteral_translate	"The literal translation of the proverb ""Kantu kabenda kantu mambu"" is ""They"	kantu kab-end-a kantu mamb-u
166655	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshishi tshidiadia lukunda tshidi munda mua lukunda.	The insect that destroys the beans lives in them.	leteral_translate	The literal translation is: A bird that flies in the sky falls into a hole in the sky.	tshi-sh-i tshidiadi-a lukund-a tshidi mund-a mua lukund-a
166656	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Nkashama udi wenda mudima ngudi unyanga tshienda tshiseba.	The leoprad that wanders in mud is the one that stains its skin.	leteral_translate	A cat goes into the mud of the mudguard, and the dog comes out of the well.	nkasham-a udi wend-a mudima ngudi uny-ang-a tshi-enda tshi-seb-a
166657	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Tshishi tshikonyangana mushiku tshidi ne muatshi mudiadia tshi.	A distorted mandible does not prevent an insect from feeding.	leteral_translate	"A literal translation of the proverb in English is:

He who sees a snail in the mud of"	tshi-sh-i tshikonyangan-a mu-shik-u tshidi ne mu-atsh-i mudiadi-a tsh-i
166658	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Katende kupopoka nsala nke buana bua nyunyi.	By losing its feathers the little bird (Katende) does not change its nature.	leteral_translate	"A literal translation of the proverb ""Katende kupopoka nsala nke buana bua"	katend-e kupopok-a nsal-a nke bu-ana bua nyuny-i
166659	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Biwamona katende kuulu kwa mutshi kimana kakupa mutu, wamanya tshikondo ntshikole.	When the little bird on a tree swings its head, this means that times are harsh.	leteral_translate	"A literal translation of the proverb in English is:

""Someone who digs a well for himself to drink"	biwamon-a katend-e ku-ulu kwa mutsh-i kim-an-a ka-kup-a mut-u waman-ya tshikondo ntshikol-e
166660	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Udamadima Kadianyishi, banyishanyisha mbamumonyi.	Who works in the field does not boast, it is those observing him who sing his praises.	leteral_translate	A literal translation: A dog that bites its own tail, will not be able to wag its tail	udamadim-a kadianyish-i banyishanyish-a mbamumony-i
166661	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kwitabi mbulowa bwa tshota.	Do not consecrate yourself to your family misdeed.	leteral_translate	A bird sitting on a thorn.	kwitab-i mbulow-a bwa tsh-ot-a
166662	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Mutshoku watshiakabi bakamutapa.	Do not turn back or else, you might be killed.	leteral_translate	"The literal translation of the proverb ""Mutshoku watshiakabi bakamutapa"" from"	mutshok-u watshiakab-i bakamutap-a
166663	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Mulunda mwimpe batu bamumanya diba diadikenga.	A good friend will be there while facing difficulties.	leteral_translate	"A literal translation of the proverb ""Mulunda mwimpe batu bamumanya diba di"	mul-und-a mwimp-e batu bamumany-a diba diadikeng-a
166664	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kabua kalubilu kakashiya nyama panshi,	The rushed dog abandoned its prey on the grounds.	leteral_translate	A lioness is hunting a leopard.	kabu-a ka-lubil-u ka-kashiy-a ny-am-a pansh-i
166665	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kadilu katshidi ku lubalabala, wajima ; kuindidi ne kakuate ku mukuta mule.	A blaze is best extinguished at its base ; do not wait for its culmination.	leteral_translate	A lion that eats during the day, will be killed by a snake; one who does not sleep	kadil-u katshid-i ku lubalabal-a wajim-a kuindid-i ne ka-ku-at-e ku mukuta mul-e
166666	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kashingi kangula mudinaya katukajimina anu mudinaya.	When you pick up a needle unexpectedly,you loose it the same way.	leteral_translate	"A literal translation of the proverb ""Kashingi kangula mudinaya katukajimina"	ka-shing-i kangul-a mudinay-a katukajimin-a anu mudinay-a
166667	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kabuluku katu katumbisha yaki nsengu.	The antelope always praises its horns.	leteral_translate	A man who is defeated seven times by a hyena.	kabuluk-u katu katumbish-a yak-i nseng-u
166668	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kabundi dinkelengeze, tshibelu tshimue ne ntshiuwule nyingu.	The squirrel believes that its fur can fill a cooking pot.	leteral_translate	A lot of chickens, and the cat has many kittens.	kabund-i dinkelengez-e tshibel-u tshimu-e ne ntshiuwul-e nying-u
166669	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kakulumpe kabanyabanya, kupa muana dinu dia mpuku ne, Muana wetu, umbule nshima.	The carefree old man gives a rat’s tooth to the child to go dig up its own food.	leteral_translate	"A lioness hunting with a leopard, the child cries out, ""My children, we eat meat"	ka-kulump-e kabanyabany-a kup-a mu-ana din-u dia mp-uk-u ne mu-ana wetu umbul-e nshim-a
166670	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kakulakaji kadie kosha nzubu.	The old woman ate and burnt the house afterward.	leteral_translate	"A literal translation of the proverb ""Kakulakaji kadie kosha nzubu"" into"	ka-kulakaj-i kadi-e ko-sh-a nzub-u
166671	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Katshi ka kulu kakuluile kadi panshi.	The small upper tree branch falls on the one below.	leteral_translate	"A literal translation of the proverb ""Katshi ka kulu kakuluile kadi panshi"""	katshi ka kul-u ka-kuluil-e kadi pansh-i
166672	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kafuta mabanza, kapingana pa makuabo.	He who borrows to repay his debts.	leteral_translate	"A literal translation of the proverb ""Kafuta mabanza, kapingana pa maku"	ka-fut-a mabanz-a kapingan-a pa makuabo
166673	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kakasekasekabo, nkakadiundadiunda bunene.	The person we mocked is now a great man.	leteral_translate	Kakasekasekabo, nkakadiundadiunda bunene.	ka-kasekasekabo nkakadiundadiund-a bunene
166674	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kankenene kakuatshile nzevu ku mibanga.	The ant attacked the elephant by its tasks.	leteral_translate	"A literal translation: ""A dove is not a chicken, but it goes to the market."""	kankenen-e ka-kuatshil-e nzev-u ku mib-ang-a
166675	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kadia kabikila, wakadia ne ngulu.	When invited, one eats with courage.	leteral_translate	"A literal translation of the proverb in English is: ""He who is bitten by the ant, he"	kadi-a kabikil-a wakadi-a ne ng-ulu
166676	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kandindi sama mapa, wakasua kuenda mulu muebe nguewe.	Little bird, let your shoulder suffer for, you chose to fly.	leteral_translate	"A literal translation of the proverb in English:

A baboon is like a cat, it goes to"	kandind-i sama mapa wakasu-a ku-enda mul-u mu-ebe nguew-e
166677	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kabulekedi, nansha bidimu biapita nkama.	He who does his own work will go on even after century has gone by.	leteral_translate	Kabulekedi, nansha bidimu biapita nkama.	kabuleked-i nansh-a bidim-u bi-apit-a nk-ama
166678	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kalume kanyi ntshintu (nkantu) ku bianza.	My spouse is the one holding something in the hand.	leteral_translate	Kalume kanyi ntshintu (nkantu) ku bianza.	ka-lum-e kany-i ntshint-u nkant-u ku bi-anza
166679	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kalume kabo nkufikisha bujitu.	The brave man is the one who takes his load to the end.	leteral_translate	"The literal translation of the proverb is: ""He who waits for death will surely see it."""	ka-lum-e kab-o nkufikish-a bujit-u
166680	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	Kabukebakeba, nkabumonamona.	He who seeks danger finds it.	leteral_translate	"A literal translation of the proverb ""Kabukebakeba, nkabumonamona"	kabukebakeb-a nkabumonamon-a
166681	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	nzambi ntshipapayi kasu kupa, biasuayi kupa, kanza katu kalua kanya	when god gives, the hand shrinks to receive it all	leteral_translate	"The literal translation is: 

A bird in the hand is worth two in the bush."	nzamb-i ntshipapay-i kas-u kup-a biasuay-i kup-a kanza katu kalu-a kan-ya
166682	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	bilengele mbiasa munkelende	good things are found among thorns	leteral_translate	"A literal translation of the proverb ""bilengele mbiasa munkelende"" from T"	bilengel-e mbias-a munkelend-e
166683	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	munu umue kawena mua kukuma bionso	a finger cannot do all by itself	leteral_translate	"A literal translation of the proverb ""munu umue kawena mua kukuma bionso"	mun-u umu-e ka-wen-a mua kuk-uma bionso
166684	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	tshidi muntu ukuna kitsidiyi upola	one eats what he sows	leteral_translate	A person who hides in the forest with a tree is the one who hides in the forest with a	tshidi muntu ukun-a kitsidiy-i upol-a
166685	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	mukaji wa badiadia badiadia wakafuisha mbayende muitu	an envious woman caused her husband’s death in the bush	leteral_translate	"A literal translation of the proverb in English is: ""The sun of the day will make another day"	mu-kaji wa badiadi-a badiadi-a wakafuish-a mbayend-e mu-it-u
166686	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	bela ngela, bijimina mbianyi	let me misuse what is mine	leteral_translate	"The literal translation is: ""A person with a lot of food, many mouths to feed."""	bel-a ng-ela bijimin-a mbiany-i
166687	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	mbuji utu wadia pabule bua muonji wende	a goat feeds only within the reach of its rope	leteral_translate	"A literal translation of the proverb in English is:

""The snake that was caught by the net is swallowed"	mbuji utu wadi-a pabul-e bua mu-onj-i wend-e
166688	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	kajiji ka bundu kakaya ne tshitalu mutshina	an aloof fly was buried with the dead	leteral_translate	"A literal translation of the proverb ""kajiji ka bundu kakaya ne tshitalu"	kajij-i ka bundu kak-aya ne tshital-u mutsh-in-a
166689	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	budimu mbupite buanga	caution surpasses witchcraft	leteral_translate	"A literal translation of the proverb ""budimu mbupite buanga"" from Tshiluba"	budim-u mbupit-e bu-anga
166690	smollm3-3b-it-gen-eng-literal-DRC	tshiluba	bantu	bakupa peba wapangana	learn to give as you receive	leteral_translate	"A literal translation: ""pick up the shell of the turtle and compare it with the tortoise"""	bakup-a peb-a wapangan-a
168708	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Agikuyu moi kuhitha ndia, matiui kuhitha uhoro	The Gĩkũyũ know how to hide their quiver, but not how to hide their secrets.	leteral_translate	A Gikuyu man who throws stones at the sky, the sky returns the stones.	agikuy-u moi kuhith-a ndi-a mati-ui kuhith-a uhoro
168709	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ageni eri matiri utugire	Two guests at the same time have no proper welcome.	leteral_translate	"A literal translation of the proverb ""Ageni eri matiri utugire"" from G"	agen-i eri mat-ir-i utugir-e
168710	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ageni eri na karirui kao	Two guests each have their own song.	leteral_translate	"The literal translation of the proverb is: ""Ageni eri na karirui kao."""	agen-i eri na ka-riru-i kao
168711	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Aikaragia mbia ta njuu ngigi	He guards wealth the way the njũũ guards locusts.	leteral_translate	Aikaragia mbia ta njuu ngigi	aikaragi-a mb-ia ta nju-u ngigi
168712	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Aka eri ni nyungu igiri cia utugi	Two wives are two pots full of poison.	leteral_translate	Aka eri ni nyungu igiri cia utugi	aka eri ni ny-ung-u ig-ir-i cia utug-i
168713	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Aka matiri cia ndiiro no cia nyiniko	Women do not speak straight words, only indirect ones.	leteral_translate	Aka matiri cia ndiiro no cia nyiniko	aka mat-ir-i cia ndi-iro no cia nyiniko
168714	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Aka na ng’ombe itiri ndugu	Wives and cattle have no friends.	leteral_translate	Aka na ng’ombe itiri ndugu	aka na ng omb-e it-iri ndugu
168715	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Andu maiganaine magithii na magiceera	People are equal when walking and traveling.	leteral_translate	"The literal translation is: ""The two heads of the goat and the sheep."""	and-u ma-iganain-e magithi-i na magiceer-a
168716	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Andu matari ndundu mahuragwo na njuguma imwe	People without unity are beaten by one club.	leteral_translate	Andu matari ndundu mahuragwo na njuguma imwe	and-u matari ndund-u ma-huragwo na njugum-a imwe
168717	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Andu matiui ngamini	People do not hide secrets.	leteral_translate	The literal translation is: Andu matiui ngamini.	and-u mati-ui ngamin-i
168718	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Andu matiui ngu, moi ithendu	People do not know hard firewood, only soft firewood.	leteral_translate	Andu matiui ngu, moi ithendu.	and-u mati-ui ngu moi ithend-u
168719	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Andu me muoyo matiagaga wira	Living people do not lack work.	leteral_translate	"The literal translation of the proverb ""Andu me muoyo matiagaga wira"" from G"	and-u me mu-oyo mati-agag-a wir-a
168720	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Angimituiria na umirite ndangimiona rikii	One who looks for his goat with the one who ate it will not find it.	leteral_translate	"A literal translation: **""You cannot both dig and plow the same field.""**"	angimituiri-a na umirit-e ndangimion-a riki-i
168721	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Arume mari rwamba	Men have quills (are prickly).	leteral_translate	"A literal translation of ""Arume mari rwamba"" from Gikuyu to English would be:"	arum-e mar-i rw-amb-a
168722	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Bata ndubatabataga	Needs do not come to an end.	leteral_translate	A literal translation: A person who is always trying to make mistakes will never succeed.	bata ndubatabatag-a
168723	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia athuri inyuagira thutha	Elders drink afterward.	leteral_translate	"A literal translation of the proverb ""Cia athuri inyuagira thutha"" from"	cia ath-ur-i inyu-ag-ir-a thuth-a
168724	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ciakorire wacu mugunda	Food found Wacũ in the field.	leteral_translate	"A literal translation of the proverb ""Ciakorire wacu mugunda"" from Gik"	ciakorir-e wac-u mug-und-a
168725	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia kionje itigayagwo gitanakua	The property of a helpless person is not divided before death.	leteral_translate	"The literal translation of the proverb ""Cia kionje itigayagwo gitanak"	cia kionj-e itigayagwo gitanaku-a
168726	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia mucii iri gacuguma gacio gatathukagio ni muthuri ungi tiga mwenegwo	Household affairs have a staff held only by the head of the house.	leteral_translate	"A literal translation of the proverb ""Cia mucii iri gacuguma gacio g"	cia muci-i iri gacugum-a gacio gatathukagio ni muth-ur-i ung-i tiga mwenegwo
168727	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia mucii itiumaga ndira	Home affairs must not go into the open.	leteral_translate	Cia mucii itiumaga ndira	cia muci-i iti-umag-a nd-ir-a
168728	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia mucii ti como	Home affairs cannot be told to the public.	leteral_translate	Cia mucii ti como	cia muci-i ti como
168729	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ciana cia ndigwa itiri maithori	The widow’s sons have no tears.	leteral_translate	A person who is beaten by a stick three times is a fool.	ci-ana cia ndigwa it-iri maithor-i
168730	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ciathanaga ikigua, itiathanaga ikiumbuka	Birds agree when flying down, but not when flying up.	leteral_translate	"The literal translation is: ""The deer that eats the cow's dung, it is the one that"	ciathanag-a ikigu-a itiathanag-a ikiumbuk-a
168731	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia thuguri itiyuraga ikumbi	Bought goods do not fill the granary.	leteral_translate	A literal translation: A goat pulls the rope at the door.	cia thugur-i itiyurag-a ikumb-i
168732	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ciatura nguyu iriaga ng’umo	When figs are scarce, birds eat mugumo fruit.	leteral_translate	"A literal translation of the proverb ""Ciatura nguyu iriaga ng’umo"" from G"	ciatur-a ngu-yu iri-aga ng umo
168733	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cia uthoni ciambaga nguhi	Marriage negotiations begin with small things.	leteral_translate	A literal translation: A hawk that flies low is a bad bird.	cia uthon-i ciambag-a ngu-hi
168734	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ciigwatagirira mareru	Goats that cling to lichens fall.	leteral_translate	A literal translation: People chase their enemies.	ciigwatagirir-a marer-u
168735	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cionje ikumi irugitwo ni umwe uri na hinya	Ten helpless people were overtaken by one strong person.	leteral_translate	Cionje ikumi irugitwo ni umwe uri na hinya.	cionj-e ikum-i irugit-wo ni umwe uri na hin-ya
168736	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cira munene ni ukia	A long lawsuit breeds poverty.	leteral_translate	Cira munene ni ukia.	cira munene ni uki-a
168737	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cira munene ni wa uthoni igikua	Breaking a betrothal is no small matter.	leteral_translate	"A literal translation of the proverb in English is: ""The one who eats from the cow's back"	cira munene ni wa uthon-i igiku-a
